HRtoEmployeeRatio,TicketResolutionTime,PayrollAccuracyRate,ProcessAutomationRate,TicketsClosedMonthly
0.010993428306022466,19.855024945389637,98.75698861664536,65.53009963309351,66
0.009723471397657632,21.199094799015153,97.07783467582237,54.09991781508959,44
0.011295377076201384,27.736468025616308,98.86960592010566,60.431172344022265,52
0.013046059712816051,27.051851327167324,99.35563785880495,79.17677793910948,47
0.009531693250553329,23.89549203017926,98.4134349032237,62.86648602029855,56
0.009531726086101639,24.58663691654391,99.87679581255807,60.69654822234223,57
0.013158425631014783,30.388324478942124,97.22621080089642,39.60215788530121,53
0.011534869458305818,21.04214305582085,96.75534529668859,71.19380349040831,53
0.009061051228130095,26.735486905850188,96.22127975109572,69.68226271711613,52
0.01108512008717193,22.98903673783053,99.49604431148919,92.4488208495819,55
0.009073164614375075,22.9115939838639,98.65436565635406,55.38332647570499,44
0.009068540492859486,29.49388425993595,97.94441532908955,63.287254914959085,52
0.01048392454313207,28.12708174494015,98.27996862631981,63.74075525566133,44
0.006173439510684404,28.067548180003193,96.87451095270163,83.66179919645211,52
0.006550164334973935,30.527394035771646,100.0,58.57056701419572,54
0.008875424941518054,24.105019208163796,98.12922118197523,64.18532288655508,48
0.007974337759331152,27.40976485647482,98.1093947946049,69.11844764574809,41
0.010628494665190547,22.44866621703272,98.72576662389869,62.79913684734537,55
0.008183951848957578,25.62083176244221,98.4810092317367,53.30349578174208,45
0.007175392597329418,23.349284728161578,98.22388402427913,62.911349893474615,43
0.012931297537843108,24.48497982496359,97.2095255445547,76.10447624789659,44
0.00954844739902693,26.97578512718457,98.47146835713599,44.602270508834096,37
0.010135056409375847,19.908896583832636,99.88202449647504,61.99454511220314,37
0.007150503627573086,34.4619363784273,99.34542004615498,49.4981877759124,44
0.008911234550949635,18.96991309250149,99.5931866266394,77.92569943387264,60
0.010221845179419733,17.92905693606134,97.48878432356881,37.15219642824338,51
0.007698012845155394,29.790554367500338,97.01039517974142,51.61617229092617,46
0.010751396036691344,27.95831346981468,97.87421307990036,65.65817812596781,51
0.00879872262016239,27.120599085260775,98.0557249122887,83.4828604385151,49
0.009416612500413446,27.1417275463214,99.09419151847095,59.01374608390518,51
0.008796586775541206,23.938766135765427,96.30753537028518,51.67200709960203,42
0.013704556369017875,19.51372814257084,99.52955031946061,88.21735604160885,43
0.009973005550524132,24.37902279096863,97.84199210142101,38.279791493756335,39
0.007884578142088199,20.61419144243944,97.57311893005259,27.017910650698774,56
0.011645089824206378,28.875598667088756,96.98789562473983,66.60021675079999,53
0.007558312700057955,23.264713092489306,96.34514332813423,52.46918663471083,63
0.010417727190009511,19.872514016037442,98.82317058396191,44.681507743039305,48
0.006080659752240449,22.393070791735035,98.0733179671884,70.6253467094903,51
0.007343627902203139,26.06465727137812,96.71003910025894,63.65701070656798,50
0.010393722471738247,21.181377235980126,96.70492122793638,51.538820538949075,38
0.01147693315999082,19.888898022167844,97.66421530070987,40.79543401993658,41
0.010342736562379941,25.218436057459563,99.6690215252894,73.08685992420217,56
0.009768703435223519,25.224832855543614,97.74040864863639,69.75301766937991,45
0.009397792608821422,21.46528412314435,96.4968570468819,58.51236204330926,51
0.007042956019265145,21.644808471908387,97.75425693591406,87.69955494071499,48
0.008560311583210583,25.16024968678818,97.72727643025233,43.94872850510771,52
0.009078722458080425,16.75957829251338,95.30311335705842,37.117122436128916,62
0.012114244452437832,16.962681128117225,97.94570513348219,49.62137895178133,40
0.010687236579136923,20.40777889373782,97.76906546979133,59.31620975466753,47
0.006473919689274532,22.932764241440765,98.69620636481342,63.65009173984038,59
0.01064816793878959,25.554537827990025,99.84895609494535,56.38145913215505,57
0.009229835439167368,31.376781084747762,99.12656502954776,65.28083094771445,38
0.008646155999388082,28.288298116010097,97.73111130944517,41.22690863714334,42
0.011223352577681736,23.200307350182864,96.89347409125833,81.65646906109889,47
0.012061999044991903,23.904918960486555,100.0,58.76773232411147,53
0.011862560238232397,18.987353176810956,98.05921843401448,76.75943747382192,41
0.008321564953554723,23.90743432003805,98.01392929191294,65.14088019566556,62
0.009381575248297571,22.55670680539931,97.97587491288999,66.85129828730676,52
0.010662526862807128,25.613592801690448,98.19808476076786,68.54650920348305,42
0.011951090254244718,19.863845282238387,97.85563958807606,66.71562840025973,48
0.00904165152430942,26.596732571205862,97.42633799311976,69.64084139801315,47
0.009628682046672365,31.66369456501289,97.45314105875961,79.93728795198646,46
0.007787330051987944,23.456199257715713,97.96724672978401,62.94781754552205,49
0.0076075867518386586,26.008558610494706,97.45657522886623,70.63505636382769,53
0.011625051644788397,27.450719958555563,97.28715421732284,58.6539645856916,52
0.012712480057141646,21.993897640570818,98.1064302276919,81.6017582317421,42
0.009855979756839333,25.120462409052084,97.74502278257914,49.85411546911095,56
0.012007065795784049,24.062962003908975,99.5039929885827,87.01410649366224,41
0.010723272050095269,24.48838049274416,95.34903019160699,59.39763074033485,46
0.008709760490789751,20.13495108072267,99.09150685192246,38.53837346822928,54
0.010722791211016828,24.122550871294713,99.24608519249763,61.92156622366184,57
0.013076073132931939,26.489991456227248,95.92660976759186,49.78422513787679,46
0.009928347921780097,31.25571803897521,97.65731240591965,72.60965323483086,50
0.013129287311628013,28.796354130426035,97.6285591340042,50.210640310464136,41
0.005,34.76591228755778,96.59248830528217,53.307248501778304,49
0.011643805008750448,20.163262185559752,97.22218331240913,31.656889035817034,47
0.010174094136476342,28.361603183603393,96.88942415453417,53.21540521126385,58
0.009401985299068265,24.91671002869176,99.75227044342363,23.64181010056565,56
0.010183521553071005,34.94901466608836,98.93567839314746,36.24145764771415,48
0.006024862170798215,19.958508573224243,99.27155509499416,71.40621984216446,56
0.009560656224324976,19.801390789096118,98.72167206404323,71.78700237976248,51
0.010714225143023493,21.00303677277989,96.87094822878277,66.38186342677447,68
0.012955788089483031,13.380521378450965,97.47547973372022,45.495357853061805,40
0.008963459563452705,21.371224891596196,98.48937456122792,59.2843296578703,49
0.008383012794213624,20.20433669223151,96.77787219110806,59.945961913641476,39
0.008996485912830927,24.75196893238104,98.71299843017239,42.624529662111854,41
0.011830804235404148,25.708779878885796,97.75967460184187,82.55097452650726,55
0.01065750221931937,33.38085419607943,97.6251791924504,73.16043435863507,47
0.008940479592465923,28.75211919093025,98.7109599682035,56.68553739255504,49
0.011026534866226713,21.115481721687985,98.44426331148604,60.40328758491796,56
0.01019415509869608,19.50792664325821,97.63903383418092,63.125742119213285,54
0.01193728998106578,26.459595857532527,99.15932980336424,29.373976973635642,45
0.008595893812245296,17.398833964896788,96.91893667240011,56.29233926219105,49
0.009344675706804464,33.157293829271765,98.61593560694426,49.77023628003302,53
0.009215783693735685,29.897200603606436,98.59310125796839,44.975699851576266,53
0.007072970103735763,21.654121739476476,97.69045356068601,55.78349560671067,36
0.010592240554129152,15.434327354545612,98.32613302224212,86.96529790274283,41
0.010522110544359779,30.769361870827062,96.74888642361469,69.61264291900514,50
0.010010226913284922,23.42730077373691,98.9240270192069,51.432315153258045,32
0.009530825733249707,30.189081559867308,97.81509786355701,68.58874172034238,55
0.007169258515899172,16.027861706028165,97.47727697948096,80.99033154879004,37
0.009158709354469281,21.003124885231134,99.04900922583688,73.86950524369153,47
0.009314570966946462,24.026218498590914,97.29565630945724,60.89445554880261,47
0.008395445461556763,24.23490296882371,96.59153870363645,50.295948334416394,53
0.009677428576667983,21.74967264260378,96.4433708264761,70.47334970420386,42
0.010808101713629076,27.114249661737492,98.60600995134564,65.90228078132624,53
0.01377237180242106,18.661897853087027,96.71957064750372,73.42789830041599,45
0.010349155625663678,23.288102574893532,99.75479418198437,69.52757702522955,46
0.01051510078144553,24.601478158559495,95.91807059211628,75.74329072979003,53
0.009851108168467666,26.572194170293745,99.69645636829004,51.97147182659148,43
0.006162457569401918,27.55807439044445,98.21101746720262,79.76091098451488,52
0.009946972249101566,18.376789540810655,97.90328688812961,62.96399407038599,53
0.010120460419882052,16.32942914632189,97.45508091319105,91.12891308937898,57
0.014926484224970574,30.388384109492545,98.39913611435207,49.66218272865648,52
0.009615278070437754,25.661570059897958,97.96236529757515,86.03945704747875,57
0.010603094684667224,20.25756731721723,99.10330188201652,62.96866175193972,41
0.009930576460589514,31.755759877612615,98.11422764866204,50.22872994578327,63
0.0076626439247609365,24.578373171464293,98.15030176146188,52.741712489185176,47
0.012285645629030041,29.896485920319133,97.63638778778615,55.1947903770852,49
0.011503866065373548,24.337592407050543,97.94305437627894,66.36248919602875,65
0.011582063894086093,34.303739624409936,98.30780176889206,67.8425323205325,40
0.008181225090410523,32.77670421221602,96.28983160734337,51.394499940921314,60
